山东济南人,LOC-A
江苏如皋人,LOC-A
广东龙川人,LOC-A
湖南慈利人,LOC-A
湖南汉寿人,LOC-A
河南周口,LOC-A
辽宁海城人,LOC-A
辽宁沈阳人,LOC-A
湖北汉阳人,LOC-A
湖南湘乡人,LOC-A
安徽六安人,LOC-A
陕西咸阳人,LOC-A
甘肃古浪人,LOC-A
河南平舆人,LOC-A
籍贯山西省,LOC-A
河南灵宝人,LOC-A
河南舞阳人,LOC-A
湖南醴陵人,LOC-A
云南建水人,LOC-A
安徽桐城人,LOC-A
山东济阳人,LOC-A
山东蓬莱人,LOC-A
湖北谷城县人,LOC-A
陕西礼泉县人,LOC-A
广东五华人,LOC-B
日本籍,LOC-B
上海市人,LOC-B
印度人,LOC-B
温岭,LOC-B
四川,LOC-B
天津,LOC-B
广东新会人,LOC-B
广东,LOC-B
新加坡,LOC-B
浙江省绍兴县人,LOC-C
江苏省无锡市人,LOC-C
江西九江市人,LOC-C
籍贯河北省大名县,LOC-C
浙江省绍兴市人,LOC-C
重庆市璧山县人,LOC-C
浙江兰溪人,LOC-C
浙江台州人,LOC-C
北京市丰台区人,LOC-C
江苏省吴江市人,LOC-C
浙江宁波,LOC-C
甘肃省兰州市人,LOC-C
浙江绍兴人,LOC-C
浙江宁波人,LOC-C
浙江杭州人,LOC-C
辽宁省鞍山市,LOC-C
中国籍,LOC-D
澳洲国籍,LOC-D
国籍马来西亚,LOC-D
国籍：日本,LOC-D
英国籍,LOC-D
加拿大国籍,LOC-D
中国国籍,LOC-D
德国国籍,LOC-D
新西兰国籍,LOC-D
中国台湾,LOC-D
印度国籍,LOC-D
中国公民,LOC-D
美国国籍,LOC-D
中国台湾居民,LOC-D
日本国籍,LOC-D
香港特别行政区,LOC-D
中国台湾省籍,LOC-D
中国香港,LOC-D
